,Basic,Basic,Basic,Basic,Basic,,,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,Basic,Basic,,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,,,,,,,,,,,Basic,Basic,Basic,Basic,,,,,,,,,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2811,Chevrolet,Sail [2012-2014],1.3 Base,Discontinued,Small car,Sedan,,6.34 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/sail-2012-2014.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/FF/12/10413/img/l/Chevrolet-Sail-Front-three-fourth-16769.jpg?t=174938203&amp;t=174938203&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/89/0F/10442/img/ol/Chevrolet-Sail-Front-view-49903.jpg?t=122358053&amp;t=122358053&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4249,1690,1503,2465,168,1124,370,4,5,2,1248,77,4000,205,1750,Manual,5,FWD,SMARTECH 4 cylinder diesel engine ,"4, Inline ",,,"2, DOHC ",No ,No ,,,,,,,Diesel,Not Applicable,22.1,40,MacPherson Struts with Passive Twin-tube gas filled shock absorbers ,Torsion beam axle with passive Twin-tube gas filled shock absorbers ,Disc ,Drum ,,5.15,,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Sand Drift Grey;Misty Lake;Switch Blade Silver;Linen Beige;Velvet Red;Summit White;,background-color:#1c1b19;height:100%;background-color:#817a74;height:100%;background-color:#b0b8c5;height:100%;background-color:#bab9b7;height:100%;background-color:#c3b7ab;height:100%;background-color:#c41416;height:100%;background-color:#eeeef0;height:100%;,No,No ,No ,No ,,,Yes ,No,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,No,No ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,,Fabric,No ,No ,,Front &amp; Rear ,,No ,,No ,,,,,,,,,With Cup Holder ,No ,Yes ,No ,Yes ,Front ,,Front &amp; Rear ,,No ,No ,No ,,,Front Only,,Electrically Adjustable ,No ,No ,No ,Black ,Unpainted ,No ,Front ,,,Internal with Remote ,No ,No ,No ,Yes ,No ,,,No ,Conventional ,No ,No ,No ,No ,,,Yes ,No ,No ,No ,,1 Trip ,Yes ,Yes ,No ,No ,Yes ,Yes ,,,,,,No ,No ,Not Available ,,,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,,3,100000,
,2812,Chevrolet,Sail [2012-2014],1.3 LS,Discontinued,Small car,Sedan,,7.28 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/sail-2012-2014.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/FF/12/10413/img/l/Chevrolet-Sail-Front-three-fourth-16769.jpg?t=174938203&amp;t=174938203&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/89/0F/10442/img/ol/Chevrolet-Sail-Front-view-49903.jpg?t=122358053&amp;t=122358053&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4249,1690,1503,2465,168,1124,370,4,5,2,1248,77,4000,205,1750,Manual,5,FWD,SMARTECH 4 cylinder diesel engine ,"4, Inline ",,,"2, DOHC ",No ,No ,,,,,,,Diesel,Not Applicable,22.1,40,MacPherson Struts with Passive Twin-tube gas filled shock absorbers ,Torsion beam axle with passive Twin-tube gas filled shock absorbers ,Disc ,Drum ,,5.15,,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Sand Drift Grey;Misty Lake;Switch Blade Silver;Linen Beige;Velvet Red;Summit White;,background-color:#1c1b19;height:100%;background-color:#817a74;height:100%;background-color:#b0b8c5;height:100%;background-color:#bab9b7;height:100%;background-color:#c3b7ab;height:100%;background-color:#c41416;height:100%;background-color:#eeeef0;height:100%;,1 (Driver Only),No ,No ,No ,,,Yes ,No,No ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,,Fabric,Yes ,No ,,Front &amp; Rear ,,No ,,No ,,,,,,,,,With Cup Holder ,No ,Yes ,No ,Yes ,Front ,,Front &amp; Rear ,,No ,No ,No ,,,Front &amp; Rear,,Electrically Adjustable ,No ,No ,No ,Body Coloured ,Chrome ,No ,Front ,,,Internal with Remote ,No ,No ,Yes ,Yes ,No ,,,No ,Conventional ,No ,No ,No ,No ,,,Yes ,No ,No ,No ,,1 Trip ,Yes ,Yes ,No ,No ,Yes ,Yes ,,,,,,No ,No ,Not Available ,,,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,,3,100000,
,2813,Chevrolet,Sail [2012-2014],1.3 LS ABS,Discontinued,Small car,Sedan,,7.59 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/sail-2012-2014.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/FF/12/10413/img/l/Chevrolet-Sail-Front-three-fourth-16769.jpg?t=174938203&amp;t=174938203&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/89/0F/10442/img/ol/Chevrolet-Sail-Front-view-49903.jpg?t=122358053&amp;t=122358053&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4249,1690,1503,2465,168,1124,370,4,5,2,1248,77,4000,205,1750,Manual,5,FWD,SMARTECH 4 cylinder diesel engine ,"4, Inline ",,,"2, DOHC ",No ,No ,,,,,,,Diesel,Not Applicable,22.1,40,MacPherson Struts with Passive Twin-tube gas filled shock absorbers ,Torsion beam axle with passive Twin-tube gas filled shock absorbers ,Disc ,Drum ,,5.15,,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Sand Drift Grey;Misty Lake;Switch Blade Silver;Linen Beige;Velvet Red;Summit White;,background-color:#1c1b19;height:100%;background-color:#817a74;height:100%;background-color:#b0b8c5;height:100%;background-color:#bab9b7;height:100%;background-color:#c3b7ab;height:100%;background-color:#c41416;height:100%;background-color:#eeeef0;height:100%;,1 (Driver Only),No ,No ,No ,,,Yes ,Yes,Yes ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,,Fabric,Yes ,No ,,Front &amp; Rear ,,No ,,No ,,,,,,,,,With Cup Holder ,No ,Yes ,No ,Yes ,Front ,,Front &amp; Rear ,,No ,No ,No ,,,Front &amp; Rear,,Electrically Adjustable ,No ,No ,No ,Body Coloured ,Chrome ,No ,Front ,,,Internal with Remote ,No ,No ,Yes ,Yes ,No ,,,No ,Conventional ,No ,No ,No ,No ,,,Yes ,No ,No ,No ,,Electronic 1 Trip ,Yes ,Yes ,No ,Digital ,Yes ,Yes ,,,,,,No ,Yes ,2 Din ,,,No ,4,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,No ,,3,100000,
,2814,Chevrolet,Sail [2012-2014],1.3 LT ABS,Discontinued,Small car,Sedan,,8.2 Lakhs,http://imgd.aeplcdn.com/1056x594/cw/cars/discontinued/chevrolet/sail-2012-2014.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/FF/12/10413/img/l/Chevrolet-Sail-Front-three-fourth-16769.jpg?t=174938203&amp;t=174938203&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/89/0F/10442/img/ol/Chevrolet-Sail-Front-view-49903.jpg?t=122358053&amp;t=122358053&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4249,1690,1503,2465,168,1124,370,4,5,2,1248,77,4000,205,1750,Manual,5,FWD,SMARTECH 4 cylinder diesel engine ,"4, Inline ",,,"2, DOHC ",No ,No ,,,,,,,Diesel,Not Applicable,22.1,40,MacPherson Struts with Passive Twin-tube gas filled shock absorbers ,Torsion beam axle with passive Twin-tube gas filled shock absorbers ,Disc ,Drum ,,5.15,,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Sand Drift Grey;Misty Lake;Switch Blade Silver;Linen Beige;Velvet Red;Summit White;,background-color:#1c1b19;height:100%;background-color:#817a74;height:100%;background-color:#b0b8c5;height:100%;background-color:#bab9b7;height:100%;background-color:#c3b7ab;height:100%;background-color:#c41416;height:100%;background-color:#eeeef0;height:100%;,2 (Driver &amp; Co-Driver),No ,No ,No ,,,Yes ,Yes,Yes ,No ,No ,,No ,No ,,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,,Fabric,Yes ,Yes ,,Front &amp; Rear ,,No ,,No ,,,,,,,,,With Cup Holder ,No ,Yes ,No ,Yes ,Front ,,Front &amp; Rear ,,No ,No ,No ,,,Front &amp; Rear,,Electrically Adjustable ,No ,Yes ,No ,Body Coloured ,Chrome ,No ,Front ,,,Internal with Remote ,No ,No ,No ,Yes ,No ,,,No ,Conventional ,No ,No ,No ,Front ,,,Yes ,No ,No ,No ,,Electronic 1 Trip ,Yes ,Yes ,No ,Digital ,Yes ,Yes ,,,,,,No ,Yes ,2 Din ,,,No ,4,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,No ,,3,100000,
,3722,Chevrolet,Sail Hatchback,1.2 Base,Production,Small car,Hatchback,4.91 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail-hatchback.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Front-view-49911.jpg?t=123535723&amp;t=123535723&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Left-Front-Three-Quarter-49912.jpg?t=123545830&amp;t=123545830&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3946,1690,1503,2456,174,1065,248,5,5,2,1199,85,6000,113,5000,Manual,5,FWD,,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.2,42,McPherson Strut ,Twist Axel ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Linen Beige;Sandrift Grey;Misty Lake;Super Red;Switchblade Silver;Summit White;,background-color:#1e1d1b;height:100%;background-color:#645b56;height:100%;background-color:#787370;height:100%;background-color:#a1a8b2;height:100%;background-color:#c11a21;height:100%;background-color:#c7c2bf;height:100%;background-color:#dedee6;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,No,No ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,No ,No ,No ,Fabric,No ,No ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,No ,Full ,60:40 split ,No ,Yes ,Front ,No ,Front Only ,No ,No ,No ,No ,No ,No ,Front Only,Black ,Electrically Adjustable ,No ,No ,No ,Black ,Unpainted ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,No ,No ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
,3723,Chevrolet,Sail Hatchback,1.2 LS,Production,Small car,Hatchback,5.42 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail-hatchback.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Front-view-49911.jpg?t=123535723&amp;t=123535723&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Left-Front-Three-Quarter-49912.jpg?t=123545830&amp;t=123545830&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3946,1690,1503,2456,174,1065,248,5,5,2,1199,85,6000,113,5000,Manual,5,FWD,,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.2,42,McPherson Strut ,Twist Axel ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Linen Beige;Sandrift Grey;Misty Lake;Super Red;Switchblade Silver;Summit White;,background-color:#1e1d1b;height:100%;background-color:#645b56;height:100%;background-color:#787370;height:100%;background-color:#a1a8b2;height:100%;background-color:#c11a21;height:100%;background-color:#c7c2bf;height:100%;background-color:#dedee6;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,With Key,No ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,Yes ,No ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,No ,Full ,60:40 split ,No ,Yes ,Front ,No ,Front Only ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,No ,No ,No ,Body Coloured ,Chrome ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,No ,No ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,No ,No ,3,100000,
,3724,Chevrolet,Sail Hatchback,1.2 LS ABS,Production,Small car,Hatchback,5.66 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail-hatchback.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Front-view-49911.jpg?t=123535723&amp;t=123535723&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Left-Front-Three-Quarter-49912.jpg?t=123545830&amp;t=123545830&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3946,1690,1503,2456,174,1065,248,5,5,2,1199,85,6000,113,5000,Manual,5,FWD,,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.2,42,McPherson Strut ,Twist Axel ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Linen Beige;Sandrift Grey;Misty Lake;Super Red;Switchblade Silver;Summit White;,background-color:#1e1d1b;height:100%;background-color:#645b56;height:100%;background-color:#787370;height:100%;background-color:#a1a8b2;height:100%;background-color:#c11a21;height:100%;background-color:#c7c2bf;height:100%;background-color:#dedee6;height:100%;,1 (Driver Only),No ,No ,No ,No ,No ,Yes ,Yes,Yes ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,With Key,No ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,Yes ,Yes ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,No ,Full ,60:40 split ,No ,Yes ,Front ,No ,Front Only ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,No ,No ,No ,Body Coloured ,Chrome ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,No ,No ,3,100000,
,3725,Chevrolet,Sail Hatchback,1.2 LT ABS,Production,Small car,Hatchback,6.36 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail-hatchback.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Front-view-49911.jpg?t=123535723&amp;t=123535723&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Left-Front-Three-Quarter-49912.jpg?t=123545830&amp;t=123545830&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3946,1690,1503,2456,174,1065,248,5,5,2,1199,85,6000,113,5000,Manual,5,FWD,,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.2,42,McPherson Strut ,Twist Axel ,Disc ,Drum ,Power assisted (Electric) ,5.15,Alloy Wheels ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Linen Beige;Sandrift Grey;Misty Lake;Super Red;Switchblade Silver;Summit White;,background-color:#1e1d1b;height:100%;background-color:#645b56;height:100%;background-color:#787370;height:100%;background-color:#a1a8b2;height:100%;background-color:#c11a21;height:100%;background-color:#c7c2bf;height:100%;background-color:#dedee6;height:100%;,2 (Driver &amp; Co-Driver),No ,No ,No ,No ,No ,Yes ,Yes,Yes ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Leather,Yes ,Yes ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,No ,Full ,60:40 split ,No ,Yes ,Front ,No ,Front Only ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,No ,Yes ,Yes ,Body Coloured ,Chrome ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,No ,No ,3,100000,
,3726,Chevrolet,Sail Hatchback,1.3 Base,Production,Small car,Hatchback,6.05 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail-hatchback.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Front-view-49911.jpg?t=123535723&amp;t=123535723&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Left-Front-Three-Quarter-49912.jpg?t=123545830&amp;t=123545830&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3946,1690,1503,2456,168,1124,248,5,5,2,1248,77,6000,205,1750,Manual,5,FWD,,"4, Inline ",,,"4, DOHC ",No ,No ,,Turbocharged ,Fixed Geometry ,No ,No ,No ,Diesel,Not Applicable,22.1,42,McPherson Strut ,Twist Axel ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Linen Beige;Sandrift Grey;Misty Lake;Super Red;Switchblade Silver;Summit White;,background-color:#1e1d1b;height:100%;background-color:#645b56;height:100%;background-color:#787370;height:100%;background-color:#a1a8b2;height:100%;background-color:#c11a21;height:100%;background-color:#c7c2bf;height:100%;background-color:#dedee6;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,No,No ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,No ,No ,No ,Fabric,No ,No ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,No ,Full ,60:40 split ,No ,Yes ,Front ,No ,Front Only ,No ,No ,No ,No ,No ,No ,Front Only,Black ,Electrically Adjustable ,No ,No ,No ,Black ,Unpainted ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,No ,No ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
,3727,Chevrolet,Sail Hatchback,1.3 LS,Production,Small car,Hatchback,6.59 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail-hatchback.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Front-view-49911.jpg?t=123535723&amp;t=123535723&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/76/29/18223/img/ol/Chevrolet-Sail-Hatchback-Left-Front-Three-Quarter-49912.jpg?t=123545830&amp;t=123545830&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3946,1690,1503,2456,168,1124,248,5,5,2,1248,77,4000,205,1750,Manual,5,FWD,,"4, Inline ",,,"4, DOHC ",No ,No ,,Turbocharged ,Fixed Geometry ,No ,No ,No ,Diesel,Not Applicable,22.1,40,McPherson Strut ,Twist Axel ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Linen Beige;Sandrift Grey;Misty Lake;Super Red;Switchblade Silver;Summit White;,background-color:#1e1d1b;height:100%;background-color:#645b56;height:100%;background-color:#787370;height:100%;background-color:#a1a8b2;height:100%;background-color:#c11a21;height:100%;background-color:#c7c2bf;height:100%;background-color:#dedee6;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,With Key,No ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,Yes ,No ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,No ,Full ,60:40 split ,No ,Yes ,Front ,No ,Front Only ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,No ,No ,No ,Body Coloured ,Chrome ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,No ,No ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,No ,No ,3,100000,
